ISBN,Type,Title,Author,Publisher,Genre,Format,Unit Price,Publication Date,Pages,Length,Narrator,Rating
978-1-154-60972-1,Book,Far board medical car arm tree,Michael Walker,Harper Collins,Thriller,Hardback,20.21,03/12/1961,110,,,2.49
978-0-614-06001-0,Book,Design very tough office answer hundred,Kayla Watson,Cambridge University Press,Adventure Fiction,Paperback,53.34,25/06/1993,173,,,1.34
978-0-475-80216-3,Book,Bad fund herself else hand,Guy Davis,Random House,Fantasy,Hardback,10.98,20/03/1943,202,,,2.09
978-1-67611-508-3,eBook,Impact glass begin carry movie store,Steven Warren,Hachette Livre,Period Drama,Digital,18.63,06/12/1975,170,,,1.08
978-0-14-437560-8,Book,Space top service cost process ahead,Kimberly Hughes,Cambridge University Press,Classic Fiction,Hardback,22.14,28/05/1956,182,,,3.07
978-0-08-908369-9,Book,Least sport everyone them,Victor Greer,Random House,Politics and Satire,Paperback,23.7,18/07/1981,208,,,0.51
978-0-504-06798-3,Book,Debate large white increase property fear,Tina Parker,Hachette Livre,Adventure Fiction,Paperback,20.78,05/12/1994,126,,,2.67
978-0-373-24087-6,Book,Here discuss treatment mother fly,Alex Nelson,Penguin Books,Politics and Satire,Hardback,30.29,19/07/1947,125,,,4.07
978-0-9824625-3-9,eBook,Million trip TV,Tyler Crawford,Penguin Books,Horror,Digital,37.01,18/05/1958,292,,,2.0
978-0-449-78423-5,Book,Red crime create,Amanda Alexander,Severn House,Action,Hardback,17.11,24/07/1974,149,,,2.41
978-0-8273-7072-2,Book,Professor sound see,Sarah Combs,Bloomsbury,Period Drama,Paperback,68.76,09/09/1984,158,,,1.7
978-1-07-904946-6,Book,No nothing kind require,Bonnie Marsh,Joffe Books,Fantasy,Paperback,28.49,10/09/1961,192,,,2.21
978-0-9600835-9-6,Book,Turn executive contain anyone,Robert Dunn,Transworld,Period Drama,Hardback,64.91,15/02/1983,131,,,2.29
978-1-390-41861-3,Book,Scene seem paper save happen yes,David Davis,Transworld,Comedy,Paperback,21.38,19/02/1979,183,,,2.74
978-0-679-28574-8,Book,Her yes magazine,Michael Cole,Corner Stone,Cooking,Paperback,133.65,17/03/1957,245,,,1.61
978-1-83789-186-3,AudioBook,Government attorney raise increase,Matthew Gonzalez,Joffe Books,Comedy,Audio,22.5,20/05/2008,0,08:52,Wil Wheaton,2.28
978-1-192-81510-8,Book,Reveal development find population become,Nathaniel Miller,Pearson,Romance,Paperback,25.57,12/10/1983,209,,,1.32
978-1-263-33892-5,Book,Street grow fall,Alexandra Dixon,Harper Collins,Classic Fiction,Hardback,19.22,22/09/1995,286,,,0.69
978-0-221-11324-6,eBook,Stock city know loss bad everything bank,Michelle Edwards,Hachette Livre,Classic Fiction,Digital,34.98,26/08/2004,144,,,2.28
978-1-256-29151-0,Magazine,Send body determine including,Ricky Ortiz,Corner Stone,Horror,Hardback,10.53,01/01/1980,223,,,2.73
978-0-86901-479-0,eBook,We western even matter,Mary Williams,Corner Stone,Children,Digital,14.11,04/06/1948,138,,,3.08
978-1-67024-861-9,Magazine,History stand trade Mr,Jamie Mccarthy,Severn House,Thriller,Hardback,18.5,14/06/1946,262,,,3.17
978-0-7898-2480-6,AudioBook,Allow easy case,Nicole Boyle,Puffin Books,Children,Audio,17.82,19/07/1961,0,09:15,Dion Graham,1.92
978-1-78761-135-1,Book,Have ahead whether,Benjamin Villegas,Pearson,Gardening and Nature,Hardback,272.55,19/03/1949,139,,,2.75
978-0-288-84496-1,Book,About be beautiful when ok,Pamela Conner,Pearson,LGBTQ+,Paperback,13.71,22/12/1958,142,,,3.12
978-0-575-75012-8,Book,Democrat need few husband amount here,Lisa Thomas,Penguin Books,Romance,Paperback,11.43,10/12/1951,276,,,3.18
978-1-952656-40-8,Book,Score debate listen yes key,Dean Shaw,Corner Stone,Cooking,Hardback,28.73,03/09/1946,265,,,2.81
978-1-55981-038-8,Magazine,Size before short guess anyone,Deborah Hubbard,Joffe Books,True Crime,Hardback,16.11,12/08/1991,168,,,1.8
978-0-7334-2912-5,Book,Unit writer you degree,Deborah Johnson,Faber & Faber,Gardening and Nature,Hardback,21.09,04/04/1975,206,,,3.39
978-1-155-26021-1,Book,Arrive reduce nearly themselves model now,Louis Gomez,Severn House,Fantasy,Paperback,18.25,10/05/1970,228,,,3.02
978-1-02-900957-1,Book,Leader interesting upon choice marriage,Brian Kaufman,Transworld,Comedy,Paperback,19.74,16/08/2007,156,,,1.67
978-0-592-92347-5,Book,Respond shoulder special young including vote,Michael Johnson,Corner Stone,Politics and Satire,Hardback,20.7,27/11/2000,307,,,2.85
978-0-232-95791-4,Book,Development necessary get either step cost,Tanya Rowland,Cambridge University Press,Classic Fiction,Paperback,86.19,18/02/1949,238,,,2.75
978-1-81061-009-2,eBook,Few every model always plant,Matthew Flores,Hachette Livre,Comics,Digital,51.68,01/08/2002,110,,,2.58
978-1-05-226927-0,Book,Interview until news,Deanna Jenkins,Random House,History,Hardback,35.05,21/03/1957,43,,,1.4
978-0-12-529211-5,Book,Central society than themselves southern sing,Michael Woodard,Cambridge University Press,Reference Book,Paperback,51.38,15/03/1988,206,,,2.21
978-1-75718-727-5,Magazine,Civil here whatever,Leslie Thomas,Penguin Books,Classic Fiction,Hardback,12.97,21/01/1990,224,,,2.38
978-0-7985-7025-1,Book,Realize window marriage,Joyce Duncan,Pearson,True Crime,Hardback,133.14,17/09/1962,164,,,3.12
978-0-236-14621-5,Magazine,Before word watch floor teach despite,Francisco Barnes,Bloomsbury,Action,Hardback,18.83,12/05/1990,210,,,2.56
978-0-366-19402-5,AudioBook,Technology ago create situation ago real,Matthew Douglas,Transworld,History,Audio,25.7,05/01/1958,0,00:35,Bahni Turpin,1.85
978-1-947837-98-0,eBook,Available better set life bill forward,Michelle Johnson,Harper Collins,Gardening and Nature,Digital,12.97,06/07/1971,186,,,2.89
978-0-18-890129-0,Magazine,Including evidence talk no out open,Mark Walter,Puffin Books,Fantasy,Paperback,10.72,11/06/1944,175,,,2.69
978-1-75224-681-6,eBook,Quality defense situation rate,Ruben Moore,Bloomsbury,Classic Fiction,Digital,19.62,27/09/2015,199,,,2.54
978-1-76962-080-7,Book,Laugh take industry always,David Anderson,Bloomsbury,Thriller,Hardback,13.38,30/08/1952,167,,,2.97
978-1-240-77041-0,Book,Beyond live probably its,Kimberly Hall,Cambridge University Press,Comedy,Paperback,45.03,01/06/1973,176,,,1.98
978-1-82953-919-3,Book,Left offer bank point thing right,Preston Barnes,Transworld,Gardening and Nature,Hardback,20.87,05/09/1953,108,,,2.26
978-0-7977-5701-1,eBook,Treatment this everybody,Sherry Jones,Corner Stone,Romance,Digital,126.42,29/12/1970,128,,,1.98
978-1-200-64479-9,Book,Fund of sea,Ronald Peterson,Corner Stone,Comics,Hardback,57.46,04/07/1963,274,,,2.88
978-0-7312-2812-6,Book,Trip point kid,Alicia Roberts,Bloomsbury,Horror,Paperback,44.33,17/09/1997,268,,,1.24
978-1-922071-92-7,Book,Piece benefit challenge,Lisa King,Hachette Livre,Cooking,Paperback,17.33,08/01/1970,194,,,2.96
978-1-82378-214-4,Book,Seat population heart,Joshua Lozano,Random House,Reference Book,Hardback,23.15,20/10/1955,215,,,4.16
978-0-14-209339-9,Book,Guess sure character life far,Eric Hall,Hachette Livre,Horror,Hardback,22.33,05/01/2016,136,,,2.32
978-1-55496-625-7,Book,Compare form cost care,Scott Hernandez,Corner Stone,Comics,Hardback,61.11,15/02/1947,238,,,2.07
978-0-7179-1966-6,AudioBook,Later realize beat bag,Arthur Adkins,Transworld,Science Fiction,Audio,18.96,23/10/1956,0,04:36,Nigel Planer,0.81
978-1-59856-561-4,Book,Hold bank individual father growth newspaper,Hannah Lee,Corner Stone,Action,Hardback,19.61,01/06/1943,212,,,2.65
978-1-326-01547-3,eBook,Claim exactly music blue vote look,Robert Riley,Random House,Young Adult,Digital,22.32,27/05/2016,284,,,2.01
978-1-59076-371-1,Book,Important agent bed nearly later million,Mary Solomon,Transworld,Action,Paperback,16.33,21/11/1976,195,,,2.78
978-1-00-784350-0,Book,Degree central just culture land next,Jeffrey Wood,Joffe Books,Reference Book,Hardback,22.32,20/10/1948,120,,,2.56
978-1-04-142985-2,AudioBook,Wish book these rather white,Jennifer Solomon,Pearson,Classic Fiction,Audio,11.32,21/01/1968,0,11:03,Kemmofer Ikeda,3.27
978-1-938474-15-6,Book,Anyone rather mouth mission,Emily Wilson,Transworld,Period Drama,Paperback,26.45,19/03/1976,66,,,3.64
978-1-294-43560-0,Book,Record can general color manage according,Frederick Mcintyre,Faber & Faber,Memoir and Autobiography,Paperback,26.14,26/04/1976,195,,,2.16
978-1-63487-140-2,eBook,Buy despite imagine,Brenda Winters,Penguin Books,Adventure Fiction,Digital,61.06,10/06/1989,205,,,2.81
978-1-75166-226-6,Book,Fear successful tell seem,Adrian Thompson,Hachette Livre,Horror,Paperback,39.87,09/06/1968,215,,,3.11
978-1-379-84077-0,eBook,Candidate final beyond main ago,John Gonzalez,Harper Collins,Poetry,Digital,22.27,24/11/1998,201,,,3.73
978-0-475-85423-0,AudioBook,Pressure also read attorney former,Miranda Anderson,Hachette Livre,Gardening and Nature,Audio,30.03,14/01/1954,0,04:43,Kemmofer Ikeda,2.72
978-1-205-99791-3,Book,Trip perhaps force economic,Martha Bowman,Harper Collins,Gardening and Nature,Paperback,26.95,07/09/1999,234,,,2.61
978-0-609-08257-7,Book,Cold concern former right television,Deborah Koch,Transworld,Young Adult,Hardback,12.41,13/12/1969,102,,,1.52
978-1-61652-385-5,eBook,Whom white heart,Alexa Lee,Cambridge University Press,Children,Digital,40.09,19/02/1948,190,,,2.4
978-0-15-006094-9,Book,Recent sometimes production,Wayne Barnes,Harper Collins,Action,Hardback,10.9,17/12/2001,61,,,2.85
978-0-7316-2921-3,Book,Front her officer thing shake,Michelle Odom,Bloomsbury,Comics,Paperback,20.41,30/11/1965,140,,,2.59
978-0-9683956-3-9,eBook,Will attorney thus watch play,Donald Jones,Severn House,Young Adult,Digital,107.47,16/06/1942,188,,,2.9
978-0-617-45572-1,eBook,Moment despite between force lawyer,Julie Wade,Corner Stone,Period Drama,Digital,11.93,19/07/1960,159,,,3.3
978-0-7138-0372-3,eBook,Other red tend,Scott Dominguez,Penguin Books,LGBTQ+,Digital,24.78,09/12/1980,131,,,1.95
978-1-934357-96-5,eBook,Trip born sense group president tonight which,Marc Martin,Joffe Books,Fantasy,Digital,63.09,09/10/1955,254,,,2.91
978-1-185-38050-7,Book,Throughout manager heavy current practice by,Scott Molina,Pearson,Religion and Spirituality,Paperback,61.62,01/08/1964,212,,,3.13
978-0-608-04145-2,Book,Time page how,Nicole Perry,Hachette Livre,Reference Book,Paperback,26.78,31/05/1991,109,,,1.89
978-0-389-13051-2,Book,Maintain president hand eight,Jennifer Tran,Severn House,Action,Hardback,13.89,16/03/1945,326,,,1.8
978-1-391-08278-3,Book,Sing get walk,Aaron Walker,Joffe Books,Action,Hardback,15.57,19/11/1955,170,,,3.98
978-1-886920-16-3,Book,Could glass their agency front,Hannah Newman,Joffe Books,Crime Fiction,Paperback,16.48,23/01/1989,218,,,2.42
978-0-89031-965-9,Magazine,Improve economic sense over continue later,Laurie Wilson,Faber & Faber,Comics,Hardback,51.57,27/06/1940,247,,,2.79
978-0-384-59614-6,Book,Happy provide see class,Jacqueline Mckenzie,Random House,Science Fiction,Paperback,24.0,13/10/1968,211,,,1.89
978-1-4101-3021-1,Book,First simple population blue,Jon Harris,Transworld,LGBTQ+,Hardback,21.47,25/12/1964,211,,,2.82
978-1-399-53606-6,Magazine,Ago side voice kitchen matter save,Philip Dorsey,Joffe Books,Crime Fiction,Paperback,21.43,08/08/1996,238,,,2.31
978-0-275-17869-7,Book,Leader east discussion sea,Matthew Golden,Joffe Books,Travel,Hardback,23.15,06/03/1954,289,,,2.29
978-1-08-188762-9,eBook,None foreign worry,Elizabeth Harris,Joffe Books,LGBTQ+,Digital,26.11,18/10/2009,140,,,0.82
978-1-03-550973-7,Book,Lead reach executive a artist happy,Tiffany Goodman,Cambridge University Press,Cooking,Hardback,134.85,28/04/1983,149,,,1.96
978-0-649-83304-7,Magazine,Understand then international beat receive,Stephen Walker,Hachette Livre,Religion and Spirituality,Hardback,22.16,29/01/2015,222,,,3.05
978-1-5092-4775-2,Book,Bag movie everybody,Stephen Graham,Joffe Books,History,Hardback,25.29,30/09/1953,150,,,2.36
978-0-480-33917-3,Book,Set catch court true common,April Thompson,Cambridge University Press,Crime Fiction,Hardback,62.1,24/03/1982,156,,,2.36
978-0-518-06532-6,Magazine,Not say law think learn,Robert Crawford,Joffe Books,LGBTQ+,Paperback,37.41,13/04/1964,177,,,2.51
978-0-419-28679-0,eBook,Pull surface consider not,Craig Hunt,Faber & Faber,LGBTQ+,Digital,26.96,30/11/2004,222,,,2.45
978-0-352-02503-6,Book,When administration stuff goal black phone,Bradley Maddox,Hachette Livre,Comedy,Paperback,13.38,11/04/2000,217,,,2.32
978-0-568-59876-8,Book,Eat western nature consider deep,Karen Griffin,Puffin Books,Young Adult,Paperback,23.77,29/09/1950,186,,,1.21
978-0-18-661362-1,Book,Pressure write end instead instead several,Christopher Parker,Puffin Books,Science Fiction,Paperback,14.59,12/11/2003,239,,,3.24
978-0-14-135572-6,Book,Long during summer,Paul Murray,Corner Stone,Adventure Fiction,Hardback,13.77,15/05/2004,187,,,3.07
978-1-56230-433-1,Book,So though wish force day,Taylor Glover,Joffe Books,Science Fiction,Hardback,29.29,20/09/1988,281,,,2.02
978-1-369-05008-0,Book,Can chair skin without activity,Betty Smith,Transworld,Action,Hardback,22.72,30/10/1974,178,,,2.55
978-1-76087-512-1,Book,Trial raise world,Donald Wright,Pearson,Cooking,Paperback,41.85,29/06/2000,132,,,4.57
978-1-56630-210-4,Book,Authority be long common,Kevin Phillips,Random House,Crime Fiction,Paperback,20.29,17/06/2014,195,,,2.35
978-1-4015-4127-9,Book,World yet day hour,William Francis,Faber & Faber,Thriller,Hardback,12.66,26/07/1955,205,,,2.32
978-1-81082-510-6,eBook,Speak coach half reveal,Amy Meza,Transworld,Thriller,Digital,18.59,20/08/1998,201,,,2.62
978-1-154-99487-2,Book,Good discuss until,Dawn Mason,Corner Stone,Children,Hardback,54.39,18/06/1953,219,,,2.73
978-0-8464-3457-3,Book,Oil color suggest resource with,Victor Johnson,Severn House,Young Adult,Hardback,39.01,14/06/1980,286,,,2.76
978-1-84745-829-2,Book,Special response conference,Elizabeth Singleton,Corner Stone,Thriller,Paperback,74.53,21/04/2011,175,,,1.75
978-0-440-22648-2,Book,War high indeed wife,Alexis Rodriguez,Faber & Faber,True Crime,Hardback,11.76,19/08/2005,174,,,0.97
978-0-400-74986-0,Book,Establish organization campaign beat suggest sea,Scott Miller,Transworld,Romance,Hardback,44.13,08/04/1961,240,,,2.5
978-0-03-991387-8,Book,Prevent simply weight,Corey Greene,Penguin Books,Period Drama,Hardback,18.83,10/12/1980,278,,,2.61
978-0-516-37278-5,eBook,From by you much,Jennifer Blackburn,Pearson,Fantasy,Digital,62.66,23/02/2012,212,,,2.15
978-0-9977961-6-2,eBook,Business according very,Stanley Mcgee,Severn House,Romance,Digital,38.83,24/02/1950,256,,,3.74
978-1-69214-064-9,Book,Fish nor many television conference,Samantha Simon,Harper Collins,Reference Book,Paperback,182.34,01/08/1997,249,,,2.43
978-0-86677-743-8,Book,Season wife treat big Congress throw,Tammy Martin,Faber & Faber,History,Hardback,34.97,22/12/1946,188,,,3.03
978-1-5357-0314-7,Book,Learn term policy address husband,Joseph Romero,Severn House,Adventure Fiction,Paperback,23.53,29/04/1999,212,,,2.67
978-1-08-925752-3,eBook,Marriage tax true reason they civil,Laura May,Bloomsbury,Cooking,Digital,17.61,21/04/1960,151,,,1.83
978-1-55151-123-8,Book,Evening set business,Katherine Reed,Severn House,Science Fiction,Hardback,50.24,22/10/1999,146,,,3.96
978-0-7963-1747-6,Book,Age should size cold anything,Daniel Blackwell,Harper Collins,Reference Book,Paperback,41.07,14/04/2010,224,,,3.48
978-1-5295-6528-7,Book,Town tell positive look part contain,Ryan Carrillo,Penguin Books,History,Paperback,24.54,14/01/1956,186,,,3.88
978-1-941827-38-3,AudioBook,Member firm help whether,Anita Cook,Cambridge University Press,Religion and Spirituality,Audio,56.07,23/07/1949,0,11:21,Stephen Fry,2.32
978-1-85600-788-7,Book,Win professional less,Marcia Larson,Hachette Livre,Science Fiction,Hardback,24.41,26/01/2004,268,,,1.9
978-1-4185-9381-0,Magazine,Protect stand fine event small others,Taylor Williams,Cambridge University Press,Religion and Spirituality,Hardback,64.49,27/03/1978,269,,,3.59
978-0-15-419817-4,Book,Finally probably cultural child soldier,Emily Bush,Cambridge University Press,Horror,Hardback,34.04,18/03/2001,216,,,2.4
978-0-88217-754-0,eBook,Weight investment manage resource father,Jason Foster,Random House,Comedy,Digital,46.74,05/04/1993,249,,,2.29
978-0-314-68378-6,Magazine,Step scene still could these many,Elizabeth Garcia,Cambridge University Press,Science Fiction,Hardback,10.19,16/03/1990,223,,,3.25
978-0-9760385-0-4,Book,Sometimes listen record pretty rock,Brianna Green,Severn House,Poetry,Paperback,13.22,10/07/2003,184,,,2.53
978-0-12-085644-2,eBook,Know suddenly food image open,Brianna Miller,Puffin Books,Fantasy,Digital,10.4,20/02/1961,202,,,2.57
978-0-19-307583-2,Book,Economic stuff purpose plant over green,Jonathan Morgan,Corner Stone,Reference Book,Hardback,61.81,25/10/1955,172,,,2.46
978-0-686-94244-3,Book,Performance fast such brother among contain,Tracy Hernandez,Pearson,Action,Paperback,22.46,19/01/2007,202,,,2.55
978-0-676-99548-0,Book,Capital agency test,Teresa Wong,Hachette Livre,History,Paperback,20.61,15/05/1970,110,,,2.34
978-1-375-04380-9,Book,Apply family over outside happen single,Cory Mccarty,Faber & Faber,Action,Hardback,51.76,20/07/1976,204,,,2.05
978-1-74819-345-2,Book,No country recently customer,Brian Underwood,Corner Stone,Poetry,Paperback,22.22,16/07/1952,160,,,3.38
978-0-313-09950-2,AudioBook,Stand save say threat,Julie Allen,Puffin Books,Reference Book,Audio,22.79,09/03/1968,0,06:44,Stephen Fry,0.91
978-0-260-51126-3,AudioBook,Professional without ten,Darrell Cabrera,Cambridge University Press,Gardening and Nature,Audio,16.41,31/10/1998,0,12:42,Stephen Fry,2.63
978-1-113-12955-0,Book,Participant relate apply green staff,Brian Bennett,Harper Collins,Travel,Hardback,15.91,24/07/2001,249,,,1.86
978-0-85544-674-1,Book,Husband couple what,Virginia Spears,Corner Stone,Children,Hardback,12.96,04/06/2000,210,,,4.09
978-0-9512704-7-9,Book,Security big spring accept hard performance,Renee Miller,Harper Collins,Travel,Paperback,20.48,28/03/2004,281,,,0.84
978-1-7367934-1-1,Book,No general fight down sound since,Ricardo Stephens,Corner Stone,Action,Paperback,16.98,19/11/1960,116,,,2.24
978-0-935282-49-8,Book,Concern have ago her have night,Ruben Jackson,Puffin Books,Period Drama,Paperback,54.35,28/01/1951,221,,,3.37
978-1-338-62410-6,Book,What treatment section market because attention,Cody Durham,Severn House,Comics,Hardback,82.81,03/05/1978,111,,,2.08
978-0-548-89047-9,Book,Main believe small large,Michael Berry,Harper Collins,Fantasy,Hardback,12.48,18/02/1993,229,,,1.78
978-0-586-03885-7,Book,Media left do small,Edward Ward,Joffe Books,Thriller,Paperback,11.34,02/03/1979,257,,,3.43
978-1-76524-138-9,Book,System meet law management,John Wright,Harper Collins,History,Hardback,16.72,13/11/1979,142,,,5.0
978-1-395-49247-2,Book,Of single floor event maintain author,Judy Townsend,Random House,History,Hardback,48.69,03/02/1994,178,,,3.56
